Sigla,Codigo,Municipio,Numero de suicidios,Numero de suicidios do sexo feminino,Numero de suicidios de jovens de 15 a 29 anos,Numero de suicidios do sexo masculino,Taxa de suicidios(100.000 Habitantes),Taxa de suicidios do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens de 15 a 29 anos do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens(100.000 Habitantes),Taxa de suicidios do sexo masculino(100.000 Habitantes),Taxa de suicidios de jovens de 15 a 29 anos do sexo masculino(100.000 Habitantes),ano,IDHM (2000),IDHM (2010),IDHM Renda (2010),IDHM Longevidade (2010),IDHM Educacao (2010)
RS,4308508,Frederico Westphalen,3,,,3,10.75,,,,21.97,,2005,683,760,754,846,688
RS,4308607,Garibaldi,3,,1,3,10.27,,,13.56,20.55,26.94,2005,712,786,825,856,688
RS,4308656,Garruchos,,,,,,,,,,,2005,549,671,657,833,553
RS,4308706,Gaurama,,,,,,,,,,,2005,662,738,733,852,643
RS,4308805,General Câmara,2,,,2,23.17,,,,46.43,,2005,619,686,704,832,552
RS,4308854,Gentil,,,,,,,,,,,2005,628,733,710,863,643
RS,4308904,Getúlio Vargas,2,,1,2,12.38,,,26.35,25.33,52.00,2005,665,746,747,843,658
RS,4309001,Giruá,3,,,3,16.66,,,,34.24,,2005,626,721,707,842,629
RS,4309050,Glorinha,1,,,1,15.70,,,,29.98,,2005,587,714,716,859,593
RS,4309100,Gramado,6,,4,6,18.37,,,45.81,36.98,90.99,2005,698,764,783,861,662
RS,4309126,Gramado dos Loureiros,1,,,1,40.47,,,,81.77,,2005,573,685,662,832,584
RS,4309159,Gramado Xavier,1,,1,1,26.87,,,101.83,52.25,188.32,2005,460,634,681,792,473
RS,4309209,Gravataí,12,1,2,11,4.53,0.75,2.83,2.81,8.41,2.78,2005,661,736,727,862,636
RS,4309258,Guabiju,,,,,,,,,,,2005,674,758,831,857,612
RS,4309308,Guaíba,3,,,3,2.88,,,,5.90,,2005,654,730,732,833,639
RS,4309407,Guaporé,2,,1,2,9.19,,,18.86,18.83,37.23,2005,670,765,781,837,685
RS,4309506,Guarani das Missões,1,,,1,11.65,,,,23.31,,2005,592,737,698,863,665
RS,4309555,Harmonia,,,,,,,,,,,2005,663,749,748,841,668
RS,4307104,Herval,1,,1,1,13.31,,,59.17,25.48,114.42,2005,548,687,730,843,527
RS,4309571,Herveiras,,,,,,,,,,,2005,441,616,670,792,441
RS,4309605,Horizontina,1,,,1,5.52,,,,11.34,,2005,725,783,782,858,716
RS,4309654,Hulha Negra,,,,,,,,,,,2005,569,643,653,796,512
RS,4309704,Humaitá,,,,,,,,,,,2005,640,738,732,837,657
RS,4309753,Ibarama,2,,,2,49.46,,,,95.74,,2005,528,652,686,792,511
RS,4309803,Ibiaçá,,,,,,,,,,,2005,677,739,766,888,593
RS,4309902,Ibiraiaras,,,,,,,,,,,2005,645,724,739,835,615
RS,4309951,Ibirapuitã,,,,,,,,,,,2005,527,638,678,828,463
RS,4310009,Ibirubá,1,,,1,5.22,,,,10.60,,2005,674,765,786,848,671
RS,4310108,Igrejinha,6,1,,5,19.55,6.49,,,32.74,,2005,603,721,749,876,571
RS,4310207,Ijuí,5,,3,5,6.33,,,14.78,13.04,29.68,2005,683,781,786,858,707
RS,4310306,Ilópolis,,,,,,,,,,,2005,613,730,756,866,595
RS,4310330,Imbé,2,,,2,13.07,,,,25.79,,2005,677,764,825,847,638
RS,4310363,Imigrante,3,2,,1,102.32,136.15,,,68.35,,2005,690,743,764,844,635
RS,4310405,Independência,,,,,,,,,,,2005,601,693,711,813,576
RS,4310413,Inhacorá,,,,,,,,,,,2005,554,673,647,807,585
RS,4310439,Ipê,1,,,1,18.90,,,,36.89,,2005,615,728,751,831,618
RS,4310462,Ipiranga do Sul,,,,,,,,,,,2005,673,791,818,866,698
RS,4310504,Iraí,3,1,,2,36.15,24.28,,,47.85,,2005,595,691,684,819,590
RS,4310538,Itaara,4,1,2,3,78.13,40.11,164.74,159.36,114.20,154.32,2005,607,760,761,841,687
RS,4310553,Itacurubi,,,,,,,,,,,2005,539,657,692,804,509
RS,4310579,Itapuca,,,,,,,,,,,2005,495,664,709,834,495
RS,4310603,Itaqui,4,,2,4,9.44,,,17.74,18.83,34.79,2005,630,713,687,843,626
RS,4310652,Itati,1,,,1,33.30,,,,65.02,,2005,554,669,692,827,524
RS,4310702,Itatiba do Sul,,,,,,,,,,,2005,533,681,696,801,567
RS,4310751,Ivorá,,,,,,,,,,,2005,637,724,712,886,602
RS,4310801,Ivoti,2,1,,1,11.17,11.21,,,11.12,,2005,697,784,780,848,729
RS,4310850,Jaboticaba,,,,,,,,,,,2005,510,658,636,820,547
RS,4310876,Jacuizinho,,,,,,,,,,,2005,466,662,730,817,487
RS,4310900,Jacutinga,,,,,,,,,,,2005,620,726,703,855,636
RS,4311007,Jaguarão,3,,1,3,9.51,,,13.16,19.28,25.87,2005,620,707,698,832,608
RS,4311106,Jaguari,1,,,1,8.11,,,,16.32,,2005,601,712,734,866,567
RS,4311122,Jaquirana,,,,,,,,,,,2005,470,614,626,779,475
RS,4311130,Jari,,,,,,,,,,,2005,516,631,636,836,473
RS,4311155,Jóia,2,,,2,22.81,,,,43.45,,2005,587,686,671,841,572
RS,4311205,Júlio de Castilhos,3,,1,3,14.38,,,19.83,29.12,38.96,2005,626,716,733,833,602
RS,4311239,Lagoa Bonita do Sul,,,,,,,,,,,2005,533,670,696,801,539
RS,4311270,Lagoa dos Três Cantos,,,,,,,,,,,2005,664,789,765,852,754
RS,4311304,Lagoa Vermelha,3,,1,3,10.43,,,14.35,21.09,29.04,2005,650,738,734,885,620
RS,4311254,Lagoão,1,,1,1,16.28,,,65.70,31.46,123.61,2005,476,643,641,822,505
RS,4311403,Lajeado,18,1,2,17,27.12,2.96,,11.11,52.16,22.46,2005,715,778,796,840,704
RS,4311429,Lajeado do Bugre,1,,,1,42.14,,,,82.51,,2005,504,613,604,822,465
RS,4311502,Lavras do Sul,,,,,,,,,,,2005,629,699,683,868,577
RS,4311601,Liberato Salzano,1,,,1,18.99,,,,37.19,,2005,521,685,680,810,583
RS,4311627,Lindolfo Collor,2,,,2,38.31,,,,73.86,,2005,540,712,712,842,601
RS,4311643,Linha Nova,1,,,1,61.31,,,,117.79,,2005,611,749,751,846,662
RS,4311718,Maçambara,,,,,,,,,,,2005,562,684,664,832,580
RS,4311700,Machadinho,1,1,,,21.19,43.12,,,,,2005,571,692,711,807,577
RS,4311734,Mampituba,,,,,,,,,,,2005,518,649,650,813,517
RS,4311759,Manoel Viana,4,1,3,3,51.51,26.39,116.14,167.41,75.45,214.82,2005,543,655,686,766,534
RS,4311775,Maquiné,1,,1,1,13.14,,,55.34,25.90,111.11,2005,579,682,695,880,519
RS,4311791,Maratá,,,,,,,,,,,2005,591,697,729,862,540
RS,4311809,Marau,1,1,,,3.10,6.20,,,,,2005,678,774,773,857,699
RS,4311908,Marcelino Ramos,2,,,2,36.37,,,,72.15,,2005,631,724,735,834,618
RS,4311981,Mariana Pimentel,1,,,1,24.07,,,,45.68,,2005,604,701,701,866,568
RS,4312005,Mariano Moro,,,,,,,,,,,2005,656,730,763,843,604
RS,4312054,Marques de Souza,1,,,1,22.44,,,,44.44,,2005,627,687,743,849,515
RS,4312104,Mata,,,,,,,,,,,2005,551,656,660,807,529
RS,4312138,Mato Castelhano,,,,,,,,,,,2005,665,727,752,839,608
RS,4312153,Mato Leitão,1,,1,1,28.40,,,110.74,56.56,215.05,2005,623,746,721,853,676
RS,4312179,Mato Queimado,,,,,,,,,,,2005,617,717,702,870,603
RS,4312203,Maximiliano de Almeida,,,,,,,,,,,2005,562,699,699,825,591
RS,4312252,Minas do Leão,,,,,,,,,,,2005,547,681,743,826,514
RS,4312302,Miraguaí,2,,,2,45.15,,,,91.83,,2005,584,725,744,837,613
RS,4312351,Montauri,,,,,,,,,,,2005,608,764,790,852,662
RS,4312377,Monte Alegre dos Campos,,,,,,,,,,,2005,462,650,667,822,501
RS,4312385,Monte Belo do Sul,1,,,1,34.99,,,,69.16,,2005,629,752,752,852,663
RS,4312401,Montenegro,8,2,3,6,13.43,6.62,,19.60,20.41,38.58,2005,668,755,761,866,654
RS,4312427,Mormaço,,,,,,,,,,,2005,584,714,735,860,576
RS,4312443,Morrinhos do Sul,,,,,,,,,,,2005,593,711,720,842,593
RS,4312450,Morro Redondo,,,,,,,,,,,2005,572,702,719,864,557
RS,4312476,Morro Reuter,,,,,,,,,,,2005,656,743,733,858,653
RS,4312500,Mostardas,1,,1,1,7.54,,,35.01,14.67,69.25,2005,571,664,701,849,493
RS,4312609,Muçum,,,,,,,,,,,2005,641,746,757,840,654
RS,4312617,Muitos Capões,1,,,1,32.70,,,,62.66,,2005,534,702,711,873,558
RS,4312625,Muliterno,,,,,,,,,,,2005,598,689,740,808,547
RS,4312658,Não-Me-Toque,1,,,1,6.61,,,,13.48,,2005,692,765,784,847,673
RS,4312674,Nicolau Vergueiro,,,,,,,,,,,2005,676,753,772,839,660
RS,4312708,Nonoai,1,,1,1,7.73,,,30.87,15.72,63.57,2005,584,702,703,833,591
RS,4312757,Nova Alvorada,1,,,1,35.45,,,,68.31,,2005,566,740,763,838,634
RS,4312807,Nova Araçá,,,,,,,,,,,2005,732,785,796,843,722
RS,4312906,Nova Bassano,2,,1,2,23.50,,,48.31,46.04,92.25,2005,674,747,778,849,632
RS,4312955,Nova Boa Vista,,,,,,,,,,,2005,640,768,764,836,708
RS,4313003,Nova Bréscia,,,,,,,,,,,2005,695,778,836,847,666
RS,4313011,Nova Candelária,1,1,,,36.64,74.91,,,,,2005,603,759,794,856,643
RS,4313037,Nova Esperança do Sul,,,,,,,,,,,2005,593,735,723,848,647
RS,4313060,Nova Hartz,1,1,,,5.44,11.03,,,,,2005,578,689,694,836,563
RS,4313086,Nova Pádua,,,,,,,,,,,2005,688,761,762,852,678
RS,4313102,Nova Palma,2,1,2,1,31.28,32.47,132.63,127.63,30.18,123.00,2005,659,744,762,841,643
RS,4313201,Nova Petrópolis,3,,1,3,15.70,,,19.81,31.46,38.54,2005,697,780,775,890,688
RS,4313300,Nova Prata,1,,,1,4.90,,,,10.01,,2005,689,766,782,839,686
RS,4313334,Nova Ramada,,,,,,,,,,,2005,576,742,752,847,642
RS,4313359,Nova Roma do Sul,,,,,,,,,,,2005,677,741,794,851,602
RS,4313375,Nova Santa Rita,2,1,,1,10.29,10.47,,,10.12,,2005,609,718,716,853,606
RS,4313490,Novo Barreiro,,,,,,,,,,,2005,552,706,734,808,594
RS,4313391,Novo Cabrais,1,,,1,26.95,,,,52.52,,2005,538,688,697,852,548
RS,4313409,Novo Hamburgo,13,4,5,9,5.09,3.06,2.99,7.50,7.21,12.04,2005,671,747,778,852,629
RS,4313425,Novo Machado,,,,,,,,,,,2005,560,663,674,796,543
RS,4313441,Novo Tiradentes,,,,,,,,,,,2005,538,676,679,805,566
RS,4313466,Novo Xingu,,,,,,,,,,,2005,585,767,749,850,708
RS,4313508,Osório,4,,1,4,10.01,,,9.77,20.35,19.33,2005,671,751,769,853,646
RS,4313607,Paim Filho,,,,,,,,,,,2005,606,706,725,870,558
RS,4313656,Palmares do Sul,2,,,2,16.50,,,,32.26,,2005,609,715,725,852,592
RS,4313706,Palmeira das Missões,6,1,2,5,16.68,5.42,,21.95,28.52,44.67,2005,635,737,722,831,667
RS,4313805,Palmitinho,,,,,,,,,,,2005,615,720,707,836,632
RS,4313904,Panambi,2,,,2,5.77,,,,11.65,,2005,688,761,752,848,691
RS,4313953,Pantano Grande,,,,,,,,,,,2005,589,661,676,816,524
RS,4314001,Paraí,,,,,,,,,,,2005,678,773,787,866,679
RS,4314027,Paraíso do Sul,4,,1,4,52.51,,,55.93,103.44,106.72,2005,557,676,692,831,537
RS,4314035,Pareci Novo,2,,,2,56.64,,,,110.99,,2005,660,749,738,852,668
RS,4314050,Parobé,2,1,1,1,3.79,3.81,13.55,6.76,3.77,,2005,600,704,700,886,562
RS,4314068,Passa Sete,,,,,,,,,,,2005,503,622,639,782,482
RS,4314076,Passo do Sobrado,1,1,,,17.53,35.09,,,,,2005,601,698,726,851,551
RS,4314100,Passo Fundo,26,6,10,20,14.03,6.22,3.94,19.98,22.51,36.48,2005,701,776,787,849,699
RS,4314134,Paulo Bento,,,,,,,,,,,2005,608,710,730,858,571
RS,4314159,Paverama,1,,,1,12.37,,,,24.28,,2005,540,683,701,840,541
RS,4314175,Pedras Altas,,,,,,,,,,,2005,482,640,647,820,493
RS,4314209,Pedro Osório,2,1,,1,24.35,23.89,,,24.82,,2005,595,678,683,829,551
RS,4314308,Pejuçara,,,,,,,,,,,2005,650,741,724,867,648
RS,4314407,Pelotas,37,6,8,31,10.80,3.33,2.29,9.27,19.07,16.40,2005,660,739,758,844,632
RS,4314423,Picada Café,,,,,,,,,,,2005,653,758,738,842,701
RS,4314456,Pinhal,,,,,,,,,,,2005,628,720,701,852,624
RS,4314464,Pinhal da Serra,,,,,,,,,,,2005,512,650,641,835,513
RS,4314472,Pinhal Grande,,,,,,,,,,,2005,566,678,672,804,577
RS,4314498,Pinheirinho do Vale,,,,,,,,,,,2005,530,710,713,828,607
RS,4314506,Pinheiro Machado,2,,,2,13.83,,,,27.04,,2005,584,661,685,846,499
RS,4314548,Pinto Bandeira,,,,,,,,,,,2005,,,,,
RS,4314555,Pirapó,,,,,,,,,,,2005,531,669,656,824,553
RS,4314605,Piratini,1,,,1,4.87,,,,9.37,,2005,550,658,672,821,517
RS,4314704,Planalto,3,,,3,28.13,,,,57.06,,2005,587,687,674,807,597
RS,4314753,Poço das Antas,1,,,1,54.20,,,,106.27,,2005,645,744,742,877,634
RS,4314779,Pontão,1,,,1,28.15,,,,54.11,,2005,585,725,708,864,623
RS,4314787,Ponte Preta,,,,,,,,,,,2005,560,725,727,874,600
RS,4314803,Portão,1,,1,1,3.59,,,13.59,7.13,26.50,2005,618,713,725,856,584
RS,4314902,Porto Alegre,88,20,30,68,6.16,2.63,1.59,8.05,10.19,14.67,2005,744,805,867,857,702
RS,4315008,Porto Lucena,2,1,1,1,33.57,33.01,167.50,82.24,34.15,,2005,578,693,700,827,575
RS,4315057,Porto Mauá,,,,,,,,,,,2005,593,698,672,831,608
RS,4315073,Porto Vera Cruz,,,,,,,,,,,2005,544,690,661,827,600
RS,4315107,Porto Xavier,,,,,,,,,,,2005,616,723,687,876,628
RS,4315131,Pouso Novo,,,,,,,,,,,2005,625,715,765,845,566
RS,4315149,Presidente Lucena,,,,,,,,,,,2005,621,757,727,885,674
RS,4315156,Progresso,1,,,1,16.74,,,,32.40,,2005,535,683,705,861,525
RS,4315172,Protásio Alves,,,,,,,,,,,2005,636,733,771,839,609
RS,4315206,Putinga,,,,,,,,,,,2005,577,715,745,873,563
RS,4315305,Quaraí,2,1,,1,7.94,7.84,,,8.03,,2005,630,704,673,852,609
RS,4315313,Quatro Irmãos,,,,,,,,,,,2005,504,689,695,833,565
RS,4315321,Quevedos,,,,,,,,,,,2005,491,665,667,824,534
RS,4315354,Quinze de Novembro,,,,,,,,,,,2005,657,756,783,841,655
RS,4315404,Redentora,2,,1,2,23.14,,,49.63,46.81,100.81,2005,464,631,606,792,523
RS,4315453,Relvado,2,,,2,94.56,,,,189.75,,2005,588,731,765,868,588
RS,4315503,Restinga Seca,1,,,1,5.84,,,,11.78,,2005,586,683,709,828,542
RS,4315552,Rio dos Índios,,,,,,,,,,,2005,512,656,645,804,545
RS,4315602,Rio Grande,11,1,2,10,5.63,0.99,4.10,4.07,10.56,4.04,2005,652,744,752,861,637
RS,4315701,Rio Pardo,,,,,,,,,,,2005,609,693,702,846,560
RS,4315750,Riozinho,1,,,1,22.25,,,,42.61,,2005,568,661,690,885,472
RS,4315800,Roca Sales,1,,,1,10.70,,,,21.29,,2005,627,729,753,853,602
RS,4315909,Rodeio Bonito,1,1,,,17.96,35.84,,,,,2005,642,732,733,842,636
RS,4315958,Rolador,,,,,,,,,,,2005,583,689,676,834,579
RS,4316006,Rolante,,,,,,,,,,,2005,595,688,708,830,553
RS,4316105,Ronda Alta,,,,,,,,,,,2005,619,724,729,867,600
RS,4316204,Rondinha,,,,,,,,,,,2005,650,764,780,842,678
RS,4316303,Roque Gonzales,6,2,3,4,83.72,55.94,,184.39,111.36,361.88,2005,567,688,687,843,563
RS,4316402,Rosário do Sul,5,,1,5,12.07,,,10.18,24.66,20.14,2005,616,699,705,841,576
RS,4316428,Sagrada Família,,,,,,,,,,,2005,541,678,669,782,596
RS,4316436,Saldanha Marinho,,,,,,,,,,,2005,689,762,745,841,706
RS,4316451,Salto do Jacuí,1,,1,1,7.88,,,30.20,15.83,61.73,2005,589,687,693,837,558
RS,4316477,Salvador das Missões,,,,,,,,,,,2005,655,753,710,851,706
RS,4316501,Salvador do Sul,,,,,,,,,,,2005,665,740,750,843,641
RS,4316600,Sananduva,8,2,2,6,53.59,26.37,59.35,60.26,81.70,61.20,2005,660,747,764,843,647
RS,4316709,Santa Bárbara do Sul,1,,,1,9.95,,,,20.04,,2005,653,725,716,841,634
RS,4316733,Santa Cecília do Sul,,,,,,,,,,,2005,529,725,781,839,581
RS,4316758,Santa Clara do Sul,1,,,1,19.04,,,,37.82,,2005,612,740,747,843,644
RS,4399919,Santa Cristina do Pinhal,,,,,,,,,,,2005,,,,,
RS,4316808,Santa Cruz do Sul,21,3,3,18,17.80,4.93,6.57,9.87,31.52,13.20,2005,682,773,782,852,693
RS,4399929,Santa Izabel,,,,,,,,,,,2005,,,,,
RS,4316972,Santa Margarida do Sul,,,,,,,,,,,2005,526,663,691,870,484
RS,4316907,Santa Maria,22,4,8,18,8.27,2.87,,11.30,14.21,22.68,2005,715,784,795,848,715
RS,4316956,Santa Maria do Herval,1,,,1,15.65,,,,30.20,,2005,598,676,716,846,510
RS,4317202,Santa Rosa,9,3,1,6,13.00,8.48,10.85,5.46,17.71,,2005,685,769,752,871,693
RS,4317251,Santa Tereza,,,,,,,,,,,2005,611,746,765,853,637
RS,4317301,Santa Vitória do Palmar,6,,1,6,17.34,,,11.95,34.32,23.59,2005,626,712,709,861,591
RS,4317004,Santana da Boa Vista,,,,,,,,,,,2005,553,633,630,802,503
RS,4317103,Santana do Livramento,8,1,2,7,8.21,1.99,,8.50,14.83,17.10,2005,663,727,715,846,636
RS,4317400,Santiago,4,1,2,3,7.74,3.76,,15.33,11.96,30.75,2005,696,766,746,882,682
RS,4317509,Santo Ângelo,9,3,2,6,11.31,7.28,9.70,9.82,15.62,9.95,2005,685,772,765,863,696
RS,4317608,Santo Antônio da Patrulha,6,2,1,4,15.57,10.44,,10.83,20.62,21.66,2005,620,717,718,866,594
RS,4317707,Santo Antônio das Missões,1,,,1,7.98,,,,15.68,,2005,582,686,672,835,576
RS,4317558,Santo Antônio do Palma,3,1,1,2,138.63,96.71,421.94,193.05,176.99,,2005,667,764,787,853,665
RS,4317756,Santo Antônio do Planalto,,,,,,,,,,,2005,693,759,701,885,705
RS,4317806,Santo Augusto,2,1,,1,14.35,14.13,,,14.57,,2005,627,739,753,840,637
RS,4317905,Santo Cristo,2,,1,2,13.42,,,29.27,26.53,56.12,2005,642,738,746,820,656
RS,4317954,Santo Expedito do Sul,,,,,,,,,,,2005,627,732,679,853,677
RS,4318002,São Borja,9,1,1,8,13.36,2.95,11.75,5.81,23.92,,2005,637,736,720,860,643
RS,4318051,São Domingos do Sul,1,,,1,33.32,,,,66.49,,2005,690,763,780,839,680
RS,4318101,São Francisco de Assis,4,1,1,3,19.41,9.57,,21.05,29.52,41.96,2005,558,675,681,818,552
RS,4318200,São Francisco de Paula,,,,,,,,,,,2005,592,685,701,860,534
RS,4318309,São Gabriel,8,1,2,7,12.87,3.14,13.10,12.95,23.05,12.81,2005,624,699,711,822,585
RS,4318408,São Jerônimo,5,1,,4,24.92,9.92,,,40.07,,2005,609,696,734,822,560
RS,4318424,São João da Urtiga,,,,,,,,,,,2005,572,694,702,828,575
RS,4318432,São João do Polêsine,,,,,,,,,,,2005,686,748,748,847,661
RS,4318440,São Jorge,,,,,,,,,,,2005,629,732,750,846,617
RS,4318457,São José das Missões,,,,,,,,,,,2005,540,651,652,782,542
RS,4318465,São José do Herval,2,1,,1,77.61,80.78,,,74.68,,2005,555,717,701,847,622
RS,4318481,São José do Hortêncio,1,,,1,25.83,,,,50.25,,2005,624,707,717,824,597
RS,4318499,São José do Inhacorá,,,,,,,,,,,2005,602,747,723,822,702
RS,4318507,São José do Norte,,,,,,,,,,,2005,481,623,663,792,461
RS,4318606,São José do Ouro,1,,1,1,14.22,,,64.77,28.79,131.06,2005,653,755,759,846,669
RS,4318614,São José do Sul,,,,,,,,,,,2005,576,725,774,836,590
RS,4318622,São José dos Ausentes,1,,,1,30.95,,,,60.64,,2005,512,663,674,801,541
RS,4318705,São Leopoldo,10,,2,10,4.77,,,3.55,9.75,7.11,2005,656,739,766,861,612
RS,4318804,São Lourenço do Sul,9,,,9,19.91,,,,39.67,,2005,589,687,722,849,528
RS,4318903,São Luiz Gonzaga,4,,1,4,11.28,,,11.30,23.15,22.39,2005,634,741,718,855,664
RS,4319000,São Marcos,2,2,2,,9.57,19.06,77.04,37.69,,,2005,695,768,775,855,683
RS,4319109,São Martinho,1,,,1,17.56,,,,35.19,,2005,638,726,734,830,628
RS,4319125,São Martinho da Serra,,,,,,,,,,,2005,541,652,659,848,496
RS,4319158,São Miguel das Missões,,,,,,,,,,,2005,570,667,674,821,537
RS,4319208,São Nicolau,1,,,1,16.35,,,,32.01,,2005,517,645,658,778,523
RS,4319307,São Paulo das Missões,,,,,,,,,,,2005,567,692,688,825,584
RS,4319356,São Pedro da Serra,,,,,,,,,,,2005,639,739,748,851,634
RS,4319364,São Pedro das Missões,,,,,,,,,,,2005,471,664,644,804,566
RS,4319372,São Pedro do Butiá,,,,,,,,,,,2005,666,763,760,843,694
RS,4319406,São Pedro do Sul,3,,1,3,17.76,,,25.24,35.86,50.81,2005,614,709,698,824,619
RS,4319505,São Sebastião do Caí,1,,,1,4.58,,,,9.33,,2005,662,739,734,852,646
RS,4319604,São Sepé,2,,1,2,8.10,,,18.06,16.28,35.68,2005,614,708,708,871,576
RS,4319703,São Valentim,,,,,,,,,,,2005,544,720,745,820,612
RS,4319711,São Valentim do Sul,,,,,,,,,,,2005,671,764,776,848,677
RS,4319737,São Valério do Sul,,,,,,,,,,,2005,532,642,674,816,480
RS,4319752,São Vendelino,,,,,,,,,,,2005,655,754,743,852,677
RS,4319802,São Vicente do Sul,,,,,,,,,,,2005,589,685,698,831,553
RS,4319901,Sapiranga,13,4,2,9,16.77,10.36,9.35,9.15,23.15,8.96,2005,597,711,722,832,598
RS,4320008,Sapucaia do Sul,11,,3,11,8.21,,,8.28,16.72,16.63,2005,633,726,726,844,624
RS,4320107,Sarandi,2,,,2,10.25,,,,21.39,,2005,677,777,776,858,705
RS,4320206,Seberi,1,,1,1,9.58,,,41.12,19.25,80.52,2005,597,723,706,865,620
RS,4320230,Sede Nova,2,1,1,1,69.59,70.22,295.86,146.41,68.97,,2005,571,712,751,886,543
RS,4320263,Segredo,,,,,,,,,,,2005,530,659,673,811,525
RS,4320305,Selbach,,,,,,,,,,,2005,741,777,785,841,710
RS,4320321,Senador Salgado Filho,,,,,,,,,,,2005,590,693,701,817,581
RS,4320354,Sentinela do Sul,1,,1,1,19.73,,,85.32,37.98,166.94,2005,560,671,671,826,545
RS,4320404,Serafina Corrêa,,,,,,,,,,,2005,678,760,755,843,690
RS,4320453,Sério,1,,,1,40.02,,,,77.10,,2005,522,652,695,847,471
RS,4320503,Sertão,,,,,,,,,,,2005,684,751,746,837,678
RS,4320552,Sertão Santana,1,,1,1,18.08,,,78.13,34.63,148.59,2005,577,689,737,832,534
RS,4320578,Sete de Setembro,2,,,2,91.70,,,,177.94,,2005,532,683,682,810,577
RS,4320602,Severiano de Almeida,,,,,,,,,,,2005,633,752,738,861,670
RS,4320651,Silveira Martins,,,,,,,,,,,2005,652,742,744,852,644
RS,4320677,Sinimbu,5,,2,5,51.59,,,86.32,99.46,159.24,2005,513,631,697,792,456
RS,4320701,Sobradinho,3,,,3,20.86,,,,42.34,,2005,650,743,735,861,647
RS,4320800,Soledade,4,1,1,3,13.02,6.34,,12.70,20.07,25.75,2005,633,731,727,861,625
RS,4320859,Tabaí,2,,,2,49.90,,,,96.06,,2005,602,701,694,834,595
RS,4320909,Tapejara,1,1,,,6.52,12.61,,,,,2005,660,760,763,837,688
RS,4321006,Tapera,3,1,2,2,27.17,17.79,75.08,73.07,36.91,71.17,2005,660,747,743,835,672
RS,4321105,Tapes,3,1,1,2,16.94,11.22,45.91,22.79,22.75,,2005,619,695,699,862,556
RS,4321204,Taquara,4,,2,4,6.74,,,12.91,13.67,25.83,2005,651,727,754,880,579
RS,4321303,Taquari,1,,,1,3.54,,,,7.19,,2005,641,733,737,849,629
RS,4321329,Taquaruçu do Sul,,,,,,,,,,,2005,588,739,768,830,633
RS,4321352,Tavares,1,1,1,,18.15,37.69,182.82,86.43,,,2005,543,656,692,828,492
RS,4321402,Tenente Portela,2,,,2,14.81,,,,30.07,,2005,607,708,709,830,603
RS,4321436,Terra de Areia,,,,,,,,,,,2005,611,689,699,829,565
RS,4321451,Teutônia,5,2,1,3,20.65,16.56,32.92,16.12,24.71,,2005,664,747,751,855,650
RS,4321469,Tio Hugo,,,,,,,,,,,2005,595,742,709,845,682
RS,4321477,Tiradentes do Sul,,,,,,,,,,,2005,551,689,705,815,569
RS,4321493,Toropi,,,,,,,,,,,2005,520,683,680,822,569
RS,4321501,Torres,5,2,2,3,14.58,11.50,22.60,22.64,17.75,22.68,2005,681,762,750,862,685
RS,4321600,Tramandaí,2,,,2,5.28,,,,10.66,,2005,633,719,727,842,606
RS,4321626,Travesseiro,,,,,,,,,,,2005,569,701,735,839,559
RS,4321634,Três Arroios,,,,,,,,,,,2005,637,791,843,851,689
RS,4321667,Três Cachoeiras,,,,,,,,,,,2005,638,718,722,847,606
RS,4321709,Três Coroas,3,1,1,2,13.54,9.11,,15.84,17.90,30.86,2005,610,710,740,829,584
RS,4321808,Três de Maio,4,1,1,3,16.51,8.05,,16.98,25.40,34.32,2005,655,759,756,834,694
RS,4321832,Três Forquilhas,1,,,1,30.96,,,,59.99,,2005,541,662,661,813,539
RS,4321857,Três Palmeiras,1,,,1,22.91,,,,44.60,,2005,594,703,747,832,560
RS,4321907,Três Passos,5,2,1,3,21.38,16.70,,18.01,26.29,36.34,2005,686,768,745,858,710
RS,4321956,Trindade do Sul,2,1,,1,37.79,38.10,,,37.48,,2005,561,687,675,787,610
RS,4322004,Triunfo,6,1,1,5,24.17,8.23,,16.55,39.47,32.80,2005,628,733,717,873,629
RS,4322103,Tucunduva,,,,,,,,,,,2005,661,747,748,816,682
RS,4322152,Tunas,2,,1,2,46.94,,,92.85,90.50,171.82,2005,484,657,659,794,541
RS,4322186,Tupanci do Sul,,,,,,,,,,,2005,570,694,688,818,595
RS,4322202,Tupanciretã,2,1,,1,9.11,8.97,,,9.26,,2005,612,709,721,828,596
RS,4322251,Tupandi,,,,,,,,,,,2005,654,718,742,836,597
RS,4322301,Tuparendi,2,1,1,1,21.45,21.16,,48.29,21.75,99.01,2005,642,728,734,832,632
RS,4322327,Turuçu,1,,1,1,25.47,,,95.69,49.36,177.30,2005,528,629,685,814,446
RS,4322343,Ubiretama,,,,,,,,,,,2005,554,700,691,809,613
RS,4322350,União da Serra,,,,,,,,,,,2005,664,733,786,852,587
RS,4322376,Unistalda,,,,,,,,,,,2005,552,649,626,804,542
RS,4322400,Uruguaiana,20,4,5,16,14.82,5.86,5.58,13.99,23.99,22.46,2005,663,744,722,863,661
RS,4322509,Vacaria,9,,1,9,14.63,,,6.38,29.85,12.67,2005,641,721,740,838,605
